Mkt-RF,SMB,HML,RF
-0.43,-0.02,0.1,0.014
0.02,-0.57,0.57,0.014
0.02,-0.49,0.55,0.014
-0.43,0.27,-0.61,0.014
-1.15,0.12,-0.75,0.014
-0.98,0.09,-0.34,0.014
-3.14,-0.67,-0.28,0.014
-1.16,-2.66,0.04,0.014
3.28,0.73,0.33,0.014
1.63,0.62,0.55,0.014
-2.26,-0.34,0.01,0.014
1.19,0.22,0.36,0.014
-1.08,0.4,0.07,0.014
1.2,-0.45,0.19,0.014
-0.75,0.74,-0.74,0.014
0.12,-0.5,0.65,0.014
-0.95,0.26,-0.65,0.014
-0.87,-0.77,-0.37,0.014
0.49,-0.21,0.07,0.014
1.02,-0.44,0.54,0.014
0.63,0.55,-0.59,0.014
-0.02,0.21,0.21,0.014
-0.58,0.67,-0.2,0.014
0.05,-0.04,-0.25,0.014
1.02,-0.45,0.1,0.014
0.38,0.49,-0.81,0.014
-0.03,0.08,-0.2,0.014
0.19,-0.11,-0.41,0.014
0.83,-0.36,0.06,0.014
0.44,0.25,-0.12,0.014
-0.24,0.03,0.36,0.014
-0.6,0.07,0.2,0.014
-0.08,-0.16,-0.37,0.014
0.55,0.16,0.46,0.014
-0.53,0.06,0.59,0.014
1.65,-1.26,1.39,0.014
0.11,0.28,-0.23,0.017
0.14,0.03,-0.28,0.017
0.75,-0.06,-0.61,0.017
0.31,-0.43,0.15,0.017
-0.52,-0.13,-0.3,0.017
-0.68,0.1,-0.03,0.017
0.1,-0.06,-0.06,0.017
-0.55,-0.03,0.01,0.017
1.18,-0.23,0.12,0.017
-0.34,0.28,0.17,0.017
-2.13,-0.39,-0.21,0.017
0.89,-0.46,-0.66,0.017
-0.32,0.04,0.07,0.017
0.07,-0.43,-0.38,0.017
0.51,0.17,-0.08,0.017
-0.18,-0.1,-0.13,0.017
-1.97,0.42,0.8,0.017
0.05,-1.31,-0.36,0.017
-3.17,1.02,-0.67,0.017
1.54,-1.32,-0.19,0.017
-0.47,0.63,-0.03,0.017
-0.37,-0.51,-0.07,0.017
-3.2,-0.65,-0.11,0.017
1.12,-1.21,0.2,0.017
0.1,-0.21,0.93,0.017
0.57,-1.19,0.41,0.017
0.61,0.28,0.08,0.021
1.27,-0.12,0.63,0.021
1.4,0.37,-0.78,0.021
-0.31,0.28,-0.64,0.021
0.27,-0.16,0.39,0.021
-0.45,-0.02,-0.42,0.021
-0.36,-0.15,0.94,0.021
-0.54,0.14,0.32,0.021
0.4,-0.2,-0.43,0.021
0.03,0.25,-0.34,0.021
1.24,-0.51,-0.03,0.021
0.31,0.33,0.29,0.021
0.29,-0.19,0.76,0.021
1.22,-0.69,-0.58,0.021
0.17,-0.04,0,0.021
-0.65,0.39,-0.5,0.021
0.43,-0.17,-0.33,0.021
0.67,-0.4,0.44,0.021
0.31,0.03,0.65,0.021
-0.21,0.23,-0.72,0.021
0.77,-0.4,-0.92,0.021
0.56,-0.02,0.03,0.021
0.04,-0.04,-0.51,0.021
0.94,-0.93,-0.85,0.021
0.86,-0.32,-0.09,0.021
0.37,-0.24,0.31,0.013
1.11,-0.92,0.22,0.013
0.33,0.19,-0.37,0.013
0.47,0.21,-0.44,0.013
0.16,-0.14,-0.09,0.013
0.04,0.64,0.94,0.013
0.11,0.31,0.06,0.013
-0.3,0.02,-0.18,0.013
0.25,-0.22,-0.38,0.013
0.92,-0.78,0.24,0.013
0.4,-0.49,1.17,0.013
-0.46,-0.3,0.99,0.013
0.48,-0.25,0.07,0.013
0.27,0.04,-0.24,0.013
-0.12,-0.11,-0.05,0.013
0.33,-0.56,0.75,0.013
0.15,-0.1,0.2,0.013
-1.11,0.17,-0.3,0.013
1.03,-0.81,0.19,0.013
-0.49,-0.27,0.11,0.013
0.51,-0.57,-0.71,0.013
-0.4,0,0.11,0.013
-0.44,0.45,-0.44,0.013
-1.16,0.25,0.43,0.013
0.89,-0.06,0.01,0.013
1.08,-0.21,0.01,0.013
0.81,-0.66,-0.17,0.015
0.93,-1.16,-0.06,0.015
0.51,-0.52,-0.62,0.015
-0.61,-0.49,0.78,0.015
-0.47,0.22,0.02,0.015
-1.02,0.14,0.38,0.015
0.9,-0.74,0.08,0.015
-3.61,0.28,0.37,0.015
1.59,-0.78,0.48,0.015
1.47,-0.24,0.21,0.015
0.7,-0.57,-0.23,0.015
0.14,-0.52,-0.11,0.015
0.29,-0.05,0.17,0.015
1.8,-0.38,-0.33,0.015
0.25,0.15,0.86,0.015
0.5,-0.7,-0.64,0.015
0.3,-0.02,0.14,0.015
-0.37,-0.01,-0.12,0.015
0.85,-0.54,-0.53,0.015
0.94,-1.23,-0.4,0.015
0.22,-0.59,0.13,0.015
-0.05,-0.18,0.31,0.015
-0.08,0.03,-0.02,0.015
-0.03,-0.11,0.16,0.015
0.84,-0.1,0.08,0.015
1.09,-0.54,-0.78,0.015
0.36,-0.3,-0.49,0.015
-0.53,0.1,-0.76,0.015
-1.91,0.75,0.21,0.015
2.06,-1.22,-0.2,0.015
0.32,-0.24,0.2,0.015
-0.59,0.09,-0.13,0.015
-1.72,1.35,0.03,0.015
1.19,-1.13,0.27,0.015
-1,1.15,-0.03,0.015
0.25,0.11,-0.21,0.015
0.22,-0.04,0.07,0.015
1.03,-0.48,-0.15,0.015
-0.63,0.9,-0.29,0.015
0.44,-0.95,0.51,0.015
0.01,-0.01,-0.3,0.015
-0.87,0.52,-0.08,0.015
-0.08,0.2,-0.14,0.015
-0.28,-0.17,0.1,0.015
-1.53,0.5,0.22,0.015
-0.16,-0.57,0.06,0.015
0.95,0.09,-0.53,0.015
-2.42,0.62,0.47,0.015
0.3,-0.64,0.37,0.015
-0.81,0.72,0.1,0.015
-0.68,-0.5,-0.13,0.018
0.75,-0.07,-0.13,0.018
-3.67,1.29,0.9,0.018
-1.21,-1.75,0.16,0.018
3.89,-0.57,-1.06,0.018
1.75,0.19,0.59,0.018
-0.01,0.37,0.06,0.018
-0.2,-0.26,0.27,0.018
1.4,-0.6,-0.48,0.018
-0.16,0.46,0.24,0.018
-0.51,0.28,-0.37,0.018
-0.68,0.3,0.2,0.018
-3.06,1.09,0.89,0.018
1.03,-1.67,-0.01,0.018
-2.32,1.31,1.1,0.018
-2.8,0.3,0.87,0.018
-1.35,-1.03,0.23,0.018
1.97,-0.4,-0.33,0.018
-5.65,0.67,0.58,0.018
-3.84,-3.75,1.38,0.018
1.5,0.08,0.23,0.018
-0.35,1.18,0.74,0.018
-11.29,1.31,3.87,0.018
-12.01,0.29,2.05,0.018
12.16,-7.27,-2.01,0.018
6.1,2.48,-1.76,0.018
-4.29,1.95,1.65,0.022
-9.75,1.63,2.32,0.022
2.18,-4.66,-0.43,0.022
0.01,2.61,0.32,0.022
-5.6,1.54,1.87,0.022
-6,-1.09,0.37,0.022
-5.58,-1.84,1.07,0.022
7.85,-2.89,-1.66,0.022
6.23,1.31,-2.48,0.022
-1.17,2.26,0.24,0.022
2.59,-1.59,0.02,0.022
2.45,-0.36,0.26,0.022
2.14,-1.14,-0.86,0.022
-0.46,0.62,1.03,0.022
-1.11,0.45,0.92,0.022
-2.29,0.9,0.88,0.022
0.98,-1.06,-0.53,0.022
0.04,-0.26,-0.24,0.015
2.78,-0.52,-0.78,0.015
1.83,0.04,0.31,0.015
-0.42,0.9,-0.19,0.015
2.01,-1.13,-0.57,0.015
1.08,-0.14,-0.37,0.015
-0.93,0.67,-0.02,0.015
0.35,-1.02,-0.34,0.015
-0.5,0.47,-0.07,0.015
-4.95,1.27,0.95,0.015
1.92,-1.74,0.33,0.015
1.21,0.21,0.61,0.015
-2.37,1.29,0.84,0.015
0.62,-0.72,-0.3,0.015
-0.56,0.15,0.53,0.015
-2.41,-0.3,-0.03,0.015
-3.25,-1.36,1.32,0.015
1.59,-0.44,-0.5,0.015
-1.37,-0.3,-0.13,0.015
0.45,-0.04,-0.27,0.015
2.09,-0.61,-0.59,0.015
-0.23,-0.57,-0.07,0.015
-0.75,0,0.75,0.015
0.75,-1.02,-1.33,0.015
2.68,0.95,-0.27,0.015
-0.95,1.82,-0.65,0.005
0.63,-0.48,0.62,0.005
0.71,0.32,-0.22,0.005
0.02,0.36,-0.35,0.005
-0.69,0.77,0.45,0.005
-0.12,0.29,0.58,0.005
1.25,-0.08,-0.42,0.005
-0.22,0.28,0.24,0.005
-0.49,0.38,0.41,0.005
0.3,-0.3,-0.13,0.005
0.18,-0.16,0.5,0.005
0.2,-0.37,-0.3,0.005
-0.59,-0.06,1.26,0.005
-0.78,-0.14,-0.16,0.005
0.23,-0.4,-0.15,0.005
0.25,0.4,-0.5,0.005
0.58,-0.26,0.2,0.005
0.11,0.63,0.04,0.005
0.94,-0.21,-0.07,0.005
0.69,0.28,-0.61,0.005
0.75,0.07,0.59,0.005
0.33,-0.23,-0.33,0.005
-0.54,0.56,0.04,0.005
1.01,-0.11,-0.14,0.005
0.25,-0.05,-0.41,0.005
1.39,0,-1.51,0.005
0.79,-0.29,-0.65,0.013
-0.61,0.48,0.16,0.013
0.78,-0.27,-0.28,0.013
1.03,-0.3,0.16,0.013
-0.81,0.24,0.46,0.013
-0.26,0.02,0.62,0.013
0.82,-0.5,-0.06,0.013
-0.07,0.14,0.22,0.013
0.55,0.07,0.16,0.013
0.16,0.12,-0.09,0.013
0.06,0.18,0.95,0.013
-0.8,0.47,-0.25,0.013
0.59,-0.21,-0.77,0.013
0.21,0.34,0.19,0.013
-0.72,0.26,-0.13,0.013
-1.9,0.26,0.47,0.013
1.14,-0.91,0.21,0.013
-0.89,0.24,-0.35,0.013
0.01,-0.09,-0.29,0.013
1.61,-0.55,-0.18,0.013
0.25,0.5,-0.08,0.013
0.55,0.02,-0.28,0.013
0.62,0.36,-0.61,0.013
-0.1,0.8,-0.24,0.013
0.5,-0.3,-0.11,0.013
-0.7,0.05,0.42,0.013
0.79,-0.14,-0.52,0.013
0.09,0.55,-0.08,0.013
0.12,0.3,-0.1,0.013
0.45,-0.07,-0.41,0.013
0.18,-0.3,0.05,0.013
-0.81,0.42,1.06,0.013
0.41,0.2,-0.36,0.013
-0.68,0.57,0.7,0.013
-0.49,0.64,0.37,0.013
1.3,-0.21,0.06,0.013
0.97,-0.2,0.66,0.013
0.3,0.2,-0.08,0.013
0.54,-0.57,-0.24,0.013
0.54,0.14,-0.05,0.013
-0.88,0.64,0.28,0.013
0.95,0.63,-0.01,0.013
0.03,-0.05,0.07,0.013
0.99,-0.7,-0.42,0.013
-0.17,0.23,-0.49,0.013
0.87,-0.26,0.6,0.013
0.83,0,-0.35,0.013
0.28,0.24,0.06,0.013
0.76,-0.04,-0.35,0.009
-0.97,0.58,-0.69,0.009
0.27,-0.38,-0.18,0.009
1.05,-0.24,-0.03,0.009
0.5,-0.3,-0.66,0.009
-0.03,0.33,0.42,0.009
-0.64,-0.38,0.18,0.009
1.29,-0.45,-1.11,0.009
0.06,0.41,-0.35,0.009
-0.37,0.07,0.52,0.009
0,0.12,-0.42,0.009
-0.24,0.73,0.21,0.009
-0.02,0.1,-0.44,0.009
-0.73,0.07,-0.36,0.009
0.5,-0.07,-0.32,0.009
-1.5,0.53,0.28,0.009
0.46,-0.69,0.68,0.009
0.39,0.08,0.81,0.009
-0.85,0.29,0.73,0.009
-0.2,-0.22,-0.06,0.009
0.03,-0.64,0.22,0.009
-2.1,0.12,0.06,0.009
-0.46,-0.95,-0.04,0.009
0.78,0.55,0.53,0.009
-1.95,0.92,-0.36,0.01
-2.46,-0.54,0.54,0.01
-3.19,-0.83,1.99,0.01
-0.19,-2.41,-0.09,0.01
3.14,1.42,-1.62,0.01
-0.91,0.6,0.42,0.01
0.22,-0.44,-0.58,0.01
0.98,-0.43,-0.01,0.01
1.38,0.17,-0.96,0.01
-0.01,0.27,-0.17,0.01
1.04,-0.43,0.24,0.01
0.57,0.4,0.14,0.01
-1.26,0.39,0.72,0.01
0.51,0,0.04,0.01
0.03,-0.05,0.4,0.01
-1.84,0.28,0.16,0.01
0.13,-0.6,0.6,0.01
-0.35,-0.3,-0.45,0.01
0.16,0.02,0.17,0.01
0.99,0.17,-1.06,0.01
0.57,-0.5,0.09,0.01
0.12,0.01,-0.04,0.01
0.09,-0.09,-0.52,0.01
0.34,-0.19,-0.4,0.01
0.49,0.1,-0.11,0.01
-0.17,0.27,0.38,0.011
-0.82,0,0.4,0.011
0.29,-0.38,-0.08,0.011
-1.41,0.16,0.45,0.011
-1.47,0.04,0.32,0.011
-1.81,-0.27,0.61,0.011
-2.97,-0.6,-0.49,0.011
2.18,-1.57,0.16,0.011
-3.2,0.04,0.68,0.011
-0.5,-0.43,-0.63,0.011
0.7,-0.19,0.79,0.011
-1.77,1.18,-0.13,0.011
-5.38,-0.88,0.87,0.011
-0.19,-1.63,0.66,0.011
-3.42,-1.69,1.15,0.011
4.27,-0.28,-1.04,0.011
-1.75,1.53,-0.71,0.011
-2.61,0.11,1.62,0.011
1.3,-0.96,-0.92,0.011
-2.6,2.25,0.02,0.011
0.13,-1.93,-0.89,0.011
2.2,0.36,0.31,0.011
-0.87,0.55,0.22,0.011
0.33,0.05,-0.54,0.011
2.5,0.15,-0.7,0.011
-0.69,1.11,0.88,0.008
0.87,-0.72,-0.03,0.008
-0.94,0.57,0.35,0.008
-1.72,0.31,-0.33,0.008
0.37,-1.67,0.13,0.008
1.34,0.53,-0.13,0.008
2.15,-1.46,0.48,0.008
-0.9,1.02,-0.34,0.008
1.55,-1.04,-0.23,0.008
1.91,0.17,0.07,0.008
0.45,0.96,0.64,0.008
0.69,-0.64,0.33,0.008
0.59,0.77,-0.29,0.008
0.71,0.35,-0.74,0.008
-0.81,0.48,0.47,0.008
-2.56,-0.35,0.53,0.008
1.46,-0.67,-0.77,0.008
1.4,0.52,-0.72,0.008
-0.99,0.16,-0.3,0.008
0.49,-0.7,-0.48,0.008
0.91,-0.28,0,0.008
0.34,0.19,-0.47,0.008
-0.77,0.19,-0.16,0.008
-2.3,0.27,0.23,0.008
0.53,-0.43,-0.66,0.008
-0.46,0.15,0.21,0.004
0.45,0.11,0.1,0.004
1.31,-0.76,-0.54,0.004
-0.12,0.09,0.13,0.004
-1.37,0.55,0.02,0.004
-0.73,0.1,-0.37,0.004
-3.77,0.63,0.34,0.004
-0.17,-0.47,-0.59,0.004
0.84,-0.57,-0.03,0.004
-2.26,0.75,0.63,0.004
0.87,-1.39,0,0.004
0.4,0.39,-0.29,0.004
2.15,-1.57,0.46,0.004
0.01,0.8,0.46,0.004
-0.38,0.21,-0.72,0.004
0.79,-0.15,-0.19,0.004
0.52,-0.37,-0.25,0.004
-0.61,0.46,-0.45,0.004
0.12,0,0.11,0.004
0.52,-0.06,-0.23,0.004
-0.78,0.27,-0.06,0.004
1.16,-1.29,0.44,0.004
0.54,0.24,-0.19,0.004
-0.11,-0.02,0.14,0.004
1.38,-0.41,0.18,0.004
0.05,0.26,0.19,0.009
-0.95,0.1,0,0.009
-0.57,-0.21,0.02,0.009
1.31,0.31,0.38,0.009
1.18,-0.63,0.24,0.009
0.11,0.58,-0.36,0.009
0.41,0.34,-0.8,0.009
0.38,0.38,-0.16,0.009
-0.97,0.25,1.06,0.009
-0.41,0.36,-0.52,0.009
-0.13,-0.41,-0.03,0.009
-1.22,0.26,-0.02,0.009
0.17,-0.89,-0.43,0.009
0.25,0.25,-0.14,0.009
-1.11,0.22,-0.01,0.009
-1.61,-0.35,-0.36,0.009
0.25,-0.05,0.08,0.009
-2.52,0.22,-0.12,0.009
0.89,-1.2,-0.93,0.009
-1.47,-0.11,-0.65,0.009
-2,-0.14,0.23,0.009
-1.5,-0.17,-0.92,0.009
-0.65,-0.55,-0.2,0.009
-2.02,0.22,-1,0.009
-1.54,-1.66,-1.68,0.009
3.78,-0.52,1.59,0.003
-1.03,1.15,-0.56,0.003
1.31,-0.43,0.38,0.003
-0.87,1.07,-0.4,0.003
-2.9,0.58,-0.41,0.003
-0.21,-1.86,-0.3,0.003
-0.97,0.61,0.81,0.003
-3.89,0.62,-0.13,0.003
1.89,-3.6,-1.16,0.003
-2.09,3.1,1.39,0.003
0.93,-1.88,-1.17,0.003
1.76,0.41,0.59,0.003
-1.42,0.65,0.19,0.003
-3.62,0.78,-0.61,0.003
-1.14,-0.92,-1.43,0.003
2.84,-1.52,0.75,0.003
-2.39,1.49,-0.93,0.003
-0.84,-0.97,0.16,0.003
0.94,0.28,0.1,0.003
2.81,-0.75,-0.58,0.003
-0.16,1.11,0.52,0.003
0.47,-0.31,-1.11,0.003
0.62,-0.15,0.64,0.003
-1.31,0.83,-0.39,0.003
-1.14,-0.56,1.01,0.003
-1.98,0.49,0.01,0.003
0.27,-0.62,-0.74,0.006
0.29,0.07,-0.16,0.006
-2.62,1.21,-0.29,0.006
-0.04,-0.68,-0.6,0.006
-3.26,0.42,-1.11,0.006
-1.19,0.46,-0.19,0.006
-1.96,-0.39,-0.67,0.006
0.95,-0.53,-0.65,0.006
1.64,-0.44,-1.63,0.006
2.4,1.14,0.08,0.006
2.43,-0.76,0.07,0.006
1.01,1.43,0.61,0.006
-2.81,0.91,0.85,0.006
0.69,-0.81,0.17,0.006
1.93,-0.53,0.17,0.006
-0.17,1.1,1.03,0.006
1.29,-1.24,1.3,0.006
-0.94,1.12,-0.56,0.006
0.16,0.09,-0.12,0.006
-1.08,0.65,-0.06,0.006
-1.39,-0.19,-0.96,0.006
-1.22,0.49,-0.74,0.006
0.96,-0.5,0.45,0.006
1.2,-1.18,-0.48,0.005
0.77,0.6,0.02,0.005
-1.26,0.71,-0.75,0.005
-1.61,-0.69,-0.06,0.005
0.08,-0.59,-0.41,0.005
-1.06,1.07,-0.27,0.005
-1.43,-0.05,-1.04,0.005
-0.13,-0.55,-0.92,0.005
-1.72,-0.6,-0.6,0.005
-0.97,-0.54,-0.67,0.005
-1.08,0.45,0.86,0.005
-2.52,-0.24,-0.81,0.005
-0.54,-0.8,-0.6,0.005
-3.19,-0.56,-2.23,0.005
3.83,-2.86,1.23,0.005
1.18,1.32,0.5,0.005
1.33,-0.51,0.92,0.005
0.11,0.65,0.75,0.005
-3.08,1.7,-0.76,0.005
0.32,-2.21,-0.5,0.005
1.2,0.26,-0.43,0.005
-1.82,1.27,-1.71,0.005
-0.74,-0.38,-0.83,0.005
-0.26,-1.96,-0.39,0.005
2,-1.05,0.42,0.005
1.64,1.46,2.55,0.005
3.49,0.06,0.62,0.006
1.82,-0.26,2.97,0.006
-0.8,0.28,1.07,0.006
1.51,-0.26,0.94,0.006
0.05,1.07,1.03,0.006
0.65,0.63,1.13,0.006
-0.53,1.51,1.39,0.006
0.42,-0.8,0.42,0.006
-1.71,0.93,-1.15,0.006
-1.1,-0.53,-0.71,0.006
0.66,0.51,0.5,0.006
-1.98,0.65,-0.06,0.006
1.17,-0.89,-0.3,0.006
-0.43,0.61,0.41,0.006
-0.6,0.21,-1.24,0.006
1.93,-1.16,0.19,0.006
0.05,0.35,0.21,0.006
1.7,-0.93,0.95,0.006
1.77,0.4,-0.29,0.006
-0.76,0.31,0.34,0.006
0.71,-0.72,-0.23,0.006
-0.44,0.78,0.54,0.006
-1.93,0.99,-0.47,0.006
1.06,-0.9,-0.87,0.006
0.24,0.27,0.57,0.006
-0.6,0.21,-0.41,0.006
0.3,-0.07,0.03,0.002
0.39,0.09,-0.45,0.002
0.46,-0.21,0.34,0.002
-0.57,0.29,-0.49,0.002
0.31,0.94,-0.29,0.002
1.31,-0.52,0.1,0.002
2.44,0.23,0.42,0.002
1.45,-0.32,0.72,0.002
0.56,0.18,-0.92,0.002
-0.23,0.36,0.5,0.002
-0.16,0.1,-0.51,0.002
1.24,0.16,0.18,0.002
-1.46,0.65,0.22,0.002
0.71,0.36,-0.22,0.002
1.15,0.7,-0.25,0.002
1.43,0,-0.3,0.002
1.27,-0.19,0.68,0.002
1.22,-0.59,-0.43,0.002
-1,0.26,0.31,0.002
0.82,-0.32,1.36,0.002
-0.53,0.85,0.73,0.002
-0.61,0.05,-0.45,0.002
-1.91,1.51,-1.79,0.005
-0.27,-0.5,0.12,0.005
-1.01,0.08,0.29,0.005
1.63,-0.64,-0.03,0.005
-1.73,1.05,-0.29,0.005
1.6,-1.35,0.31,0.005
0.53,0.79,-1.23,0.005
-0.09,0.17,0.73,0.005
-1.14,0.29,-0.11,0.005
-0.54,0.13,-0.46,0.005
-0.55,-0.64,-0.15,0.005
1.21,-0.13,0.03,0.005
1.19,-0.41,0.47,0.005
-0.97,0.82,-0.54,0.005
1.08,-0.27,0,0.005
1.04,0.95,-0.32,0.005
0.25,-0.04,-0.28,0.005
-0.74,0.39,0.74,0.005
-0.54,0.05,0.14,0.005
0.79,-1.15,-0.09,0.005
-0.45,0.38,0.12,0.005
-1.23,0.9,-0.45,0.005
-1.68,0.46,-0.09,0.005
-1.95,0.03,-0.48,0.005
-1.1,-0.26,0.1,0.005
0.19,0.4,-0.44,0.005
-1.02,0.15,-1.22,0.003
-0.97,-0.08,0.73,0.003
1.78,-0.51,0.01,0.003
-0.81,0.47,0.42,0.003
-1.22,-0.04,-1.01,0.003
1.05,-1.3,0.63,0.003
-0.33,1.29,-1.4,0.003
0.15,-0.05,0.59,0.003
0.07,-0.01,0.18,0.003
1.12,-0.55,-0.59,0.003
-1,0.69,-0.26,0.003
-1.84,0.03,-0.64,0.003
-1.03,-0.17,-0.21,0.003
-1.53,-0.51,0.73,0.003
0.73,-0.49,-0.04,0.003
0.33,0.06,-0.46,0.003
-2.33,0.8,-0.43,0.003
-1.95,-0.25,0.49,0.003
0.03,-1.05,-1.74,0.003
-0.17,0.18,-0.43,0.003
-1.81,0.74,-1.37,0.003
-1.43,-1.85,-1.2,0.003
-0.74,-0.64,0.04,0.003
-1.9,-0.27,0.29,0.003
4.63,-1.7,1.98,0.003
-2.28,3.2,-1.16,0.003
0.79,-1.4,0.16,0.003
1.73,-0.55,-0.32,0.003
-1,0,0.51,0.003
0.43,0.1,-0.59,0.003
-0.24,-0.03,-1.14,0.003
2.73,-0.91,0.02,0.003
-1.18,1.83,-0.16,0.003
-0.06,-0.55,0.45,0.003
-0.97,0.79,-0.12,0.003
-0.3,0.66,-0.88,0.003
-2.2,1.36,-0.63,0.003
-1.14,-0.43,-0.83,0.003
-0.52,0.75,-0.23,0.003
-3.25,1.98,-1.84,0.003
-0.37,-1.91,-0.05,0.003
-0.53,0.36,0.9,0.003
0.91,-2.19,0.5,0.003
0.39,-0.29,0.77,0.003
-0.98,1.36,0.15,0.003
-2.92,1.33,-0.85,0.003
-0.22,-0.59,-0.59,0.003
-1.34,0.49,0.01,0.003
0.57,-0.69,-1.26,0.003
-2.04,0.96,0,0.003
-4.37,0.96,-0.87,0.003
-1.36,-0.85,-0.3,0.003
6.37,-4.53,1.4,0.003
3.49,0.84,3.21,0.003
-0.44,1.06,0.81,0.003
-2.26,1.68,-0.09,0.003
2.93,-2.52,0.56,0.003
-1.32,1.09,0.2,0.003
2.13,-2.95,-0.08,0.003
0.48,-1.4,2.38,0.003
0.38,-0.18,1.42,0.003
-0.14,0.87,0.51,0.003
-0.57,1.18,-1.02,0.003
0.13,-0.47,0.61,0.003
-0.92,0.36,-0.6,0.003
-1.66,1.65,-1.05,0.003
-0.29,0.03,0.65,0.003
5.07,-3.34,0.81,0.003
3.98,-0.81,0,0.003
-0.94,2.09,-0.09,0.003
4.15,-0.92,3.55,0.003
-0.51,1.74,-1.54,0.003
2.54,-1.81,2.06,0.003
0.99,-0.38,-0.08,0.003
-2.21,0.86,-1.01,0.003
-1.63,0.8,-0.74,0.003
1.19,-1.42,0.57,0.002
-0.59,0.18,-0.22,0.002
1.97,-0.24,0.35,0.002
-1.01,0.74,-0.46,0.002
-3.67,1.77,-1.87,0.002
-0.91,-0.02,-0.82,0.002
0.87,-0.79,0.47,0.002
1.05,-0.53,1.09,0.002
-1.53,1.6,-0.78,0.002
-1.06,-0.48,-1.17,0.002
-0.71,0.5,-0.78,0.002
-2.13,0.31,-1.69,0.002
2.03,-0.43,0.95,0.002
1.04,-0.48,1.95,0.002
0.05,-0.51,0.07,0.002
1.18,-0.84,1.3,0.002
1.02,-0.89,1.72,0.002
-2.05,1.62,-0.95,0.002
-0.16,0.26,-0.48,0.002
-1.68,0.73,-1.15,0.002
-0.39,0.56,0.56,0.002
0.54,-0.83,-0.56,0.002
0.92,-1.22,1.2,0.002
-2.71,1.9,-1.06,0.002
0.51,-0.45,0.23,0.002
-0.37,0.37,-0.58,0.002
0.63,-0.36,0.15,0.001
0.5,-0.9,0.14,0.001
-0.67,0.24,-1.25,0.001
-1.43,1.07,-0.68,0.001
-0.54,0.04,-0.73,0.001
0.23,-0.12,-0.62,0.001
0.08,0.49,-0.16,0.001
-0.4,-0.34,-0.65,0.001
3.05,-1.41,-0.04,0.001
-1.18,1.03,0.75,0.001
1.37,-1.13,-0.02,0.001
1.81,-1.04,0.94,0.001
0.99,-0.4,0.54,0.001
-2.26,1.35,-0.29,0.001
0.3,-0.96,1.46,0.001
0.26,-0.29,1.38,0.001
0.19,0.31,-0.93,0.001
-2.49,1.21,-0.06,0.001
-0.12,-0.19,-0.41,0.001
-0.49,-0.28,-0.48,0.001
-0.32,0.54,-1.15,0.001
1.5,-1.58,1.01,0.001
-0.51,0.48,-0.24,0.001
0.77,-0.48,-0.01,0.001
0.65,-0.53,0.45,0.001
-1.36,1.01,-0.77,0.001
0.34,0.29,-0.96,0.001
-1.7,1.06,-1.5,0.001
-2.13,0.67,-1.61,0.001
-0.57,0.74,-0.54,0.001
-2.93,1.2,-1.85,0.001
-0.8,-0.8,-0.52,0.001
-1.06,-0.12,0.29,0.001
0.51,-1.08,-0.56,0.001
-2.05,2.24,1,0.001
-2.61,-0.2,-3.83,0.001
-1.29,-0.67,-0.09,0.001
-0.97,-0.06,0.71,0.001
1.36,-1.98,0.1,0.001
-4.47,2.92,-2.02,0.001
-3.38,-0.06,-1.74,0.001
-1.58,-3.76,1.29,0.001
-0.96,-1.19,0.31,0.001
6.49,-4.4,7.46,0.001
-6.8,5.56,-1.91,0.001
1.6,-4.06,-1.02,0.001
-1.16,3.54,0.54,0.001
-2.1,-0.75,-0.69,0.001
-4.08,0.15,-0.21,0.001
-3.11,-0.81,-1.1,0.001
-1.78,-2.34,-0.92,0.004
1.4,0.37,-0.4,0.004
-2.86,3.34,0.35,0.004
-5.84,1.43,-3.61,0.004
11.16,-6.08,1.39,0.004
-0.88,3.64,1.37,0.004
7.91,-3.86,2.94,0.004
-0.04,1.43,2.46,0.004
0.73,0.27,0.04,0.004
-4.81,3.24,-1.5,0.004
-2.19,0.39,-1.39,0.004
1.87,-1.09,1.6,0.004
3.03,-3.25,0.33,0.004
0.07,0.65,0.33,0.004
0.74,-0.21,0.43,0.004
4.25,-1.85,1.42,0.004
-0.89,2.9,-2.49,0.004
-3.24,0.49,-0.25,0.004
3.1,-2.04,-1.3,0.004
0.74,0.69,1.24,0.004
-2.58,2.12,-0.31,0.004
-1.89,0.69,-1.18,0.004
-2.7,1.66,0,0.004
0.22,-0.93,0.11,0.004
2.73,-2.47,1.63,0.004
1.12,-0.58,1.44,0.004
-0.21,0.95,0.77,0.007
2.61,-0.73,-0.6,0.007
-0.26,0.81,0.1,0.007
2.74,-0.16,-0.7,0.007
2.53,-0.78,2.4,0.007
1.23,-0.1,1.64,0.007
-1.9,0.1,-0.52,0.007
-1.3,0.28,0.69,0.007
-0.26,1.21,-0.25,0.007
-3,2.16,-2.2,0.007
-1.19,0.48,-1.66,0.007
-1.23,0.3,-0.63,0.007
1.2,-0.86,-1.08,0.007
-3.03,2.14,-0.01,0.007
-0.48,-2.06,0.5,0.007
-2.97,1.57,-1.32,0.007
-0.55,0.72,0.78,0.007
-0.94,-0.03,-0.76,0.007
1.55,-1.25,0.26,0.007
-3.17,1.78,-0.8,0.007
